Semana,Dia,Tema Principal,Subtema,Aula,Link Aula,Link Questões
Semana 04 (01/09-07/09),Dia 3 - Clínica Médica,Doenças Respiratórias,DPOC estável e exacerbada,DPOC Exacerbada: Diagnóstico e Tratamento Farmacológico,https://sanarflix.sanar.com.br/portal/sala-de-aula/7055539c-00f4-4118-9249-1980fafca476/5d69de3a-7c05-4cc9-b908-bf944b705754/video/d03ed00d-3bd9-403e-8ec4-69b51b176fa1,https://sanarflix.sanar.com.br/portal/sala-de-aula/7055539c-00f4-4118-9249-1980fafca476/5d69de3a-7c05-4cc9-b908-bf944b705754/questoes/5edc5187-d666-48be-84b2-4fcbe16f687b
Semana 04 (01/09-07/09),Dia 3 - Clínica Médica,Doenças Respiratórias,DPOC estável e exacerbada,DPOC Exacerbada: Oxigenoterapia e Ventilação Mecânica,https://sanarflix.sanar.com.br/portal/sala-de-aula/7055539c-00f4-4118-9249-1980fafca476/15465e5a-ae18-471b-b03f-828b4678745e/video/77f5d4d5-98c2-4534-b5c2-95e8032ed95e,https://sanarflix.sanar.com.br/portal/sala-de-aula/7055539c-00f4-4118-9249-1980fafca476/15465e5a-ae18-471b-b03f-828b4678745e/questoes/36023526-b08c-4877-b35e-6a40e2f69c6c
Semana 04 (01/09-07/09),Dia 3 - Clínica Médica,Doenças Respiratórias,Crise asmática,Diagnóstico e Classificação,https://sanarflix.sanar.com.br/portal/sala-de-aula/7055539c-00f4-4118-9249-1980fafca476/0809c6ee-4689-48f2-9436-ad7011737fc4/video/f89911a8-5c92-4b52-8cfe-22fddb173308,https://sanarflix.sanar.com.br/portal/sala-de-aula/7055539c-00f4-4118-9249-1980fafca476/0809c6ee-4689-48f2-9436-ad7011737fc4/questoes/2662253c-44e5-4815-ad4b-149dd462701d
Semana 04 (01/09-07/09),Dia 3 - Clínica Médica,Doenças Respiratórias,Crise asmática,Tratamento,https://sanarflix.sanar.com.br/portal/sala-de-aula/7055539c-00f4-4118-9249-1980fafca476/01126d6c-8d98-42f5-b697-dc484ba1b2ea/video/fe096683-2a95-421a-b963-eaa4fbb526c3,https://sanarflix.sanar.com.br/portal/sala-de-aula/7055539c-00f4-4118-9249-1980fafca476/01126d6c-8d98-42f5-b697-dc484ba1b2ea/questoes/82c953be-9ce9-4099-829b-3ab888887346
Semana 04 (01/09-07/09),Dia 3 - Clínica Médica,Doenças Respiratórias,Pneumonia adquirida na comunidade (PAC),Definição e Etiologia,https://sanarflix.sanar.com.br/portal/sala-de-aula/7055539c-00f4-4118-9249-1980fafca476/4e47d251-677c-478f-bf93-a8600062ad38/video/99bae347-4d1a-4ea1-b7e6-ed21e07e337e,https://sanarflix.sanar.com.br/portal/sala-de-aula/7055539c-00f4-4118-9249-1980fafca476/4e47d251-677c-478f-bf93-a8600062ad38/questoes/dfd8e415-8add-40b3-a815-8b10a350a6ce
Semana 04 (01/09-07/09),Dia 3 - Clínica Médica,Doenças Respiratórias,Pneumonia adquirida na comunidade (PAC),Quadro Clínico e Diagnóstico,https://sanarflix.sanar.com.br/portal/sala-de-aula/7055539c-00f4-4118-9249-1980fafca476/e3ffadad-3c97-461d-9e83-1556664e8950/video/3f47d61a-bf0c-4146-9f25-1f065e0f2d21,https://sanarflix.sanar.com.br/portal/sala-de-aula/7055539c-00f4-4118-9249-1980fafca476/e3ffadad-3c97-461d-9e83-1556664e8950/questoes/98661800-15d2-4944-a575-e377d9ff5e99
Semana 04 (01/09-07/09),Dia 3 - Clínica Médica,Doenças Respiratórias,Pneumonia adquirida na comunidade (PAC),Exames Complementares,https://sanarflix.sanar.com.br/portal/sala-de-aula/7055539c-00f4-4118-9249-1980fafca476/866f9324-b5c3-4dbf-8d67-58bcf05776a7/video/805028e4-c834-4d1a-bb34-50eb720ef1da,https://sanarflix.sanar.com.br/portal/sala-de-aula/7055539c-00f4-4118-9249-1980fafca476/866f9324-b5c3-4dbf-8d67-58bcf05776a7/questoes/d4efd220-7f2c-4daa-9acd-d7ef6e1715df
Semana 04 (01/09-07/09),Dia 3 - Clínica Médica,Doenças Respiratórias,Pneumonia adquirida na comunidade (PAC),Estratificação de Risco,https://sanarflix.sanar.com.br/portal/sala-de-aula/7055539c-00f4-4118-9249-1980fafca476/5057aa97-ffe9-4123-8122-d354d7bbbcff/video/e6759e6c-a55d-4b5f-b692-87abbb7cd38e,https://sanarflix.sanar.com.br/portal/sala-de-aula/7055539c-00f4-4118-9249-1980fafca476/5057aa97-ffe9-4123-8122-d354d7bbbcff/questoes/934704bc-8023-49bb-865a-35eaef174517
Semana 04 (01/09-07/09),Dia 3 - Clínica Médica,Doenças Respiratórias,Pneumonia adquirida na comunidade (PAC),Tratamento,https://sanarflix.sanar.com.br/portal/sala-de-aula/7055539c-00f4-4118-9249-1980fafca476/ab776fae-1a0d-4921-88a6-78821f659814/video/4ed0b2bc-5f38-412a-8179-f16cb8935571,https://sanarflix.sanar.com.br/portal/sala-de-aula/7055539c-00f4-4118-9249-1980fafca476/ab776fae-1a0d-4921-88a6-78821f659814/questoes/dcdc963b-5c27-4be0-b2cc-d2a38e6ae8c0
Semana 04 (01/09-07/09),Dia 3 - Clínica Médica,Distúrbios Endócrino-Metabólicos,"Diabetes mellitus: diagnóstico, fisiopatologia e classificação",Fisiopatologia,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/2f516479-ab30-48d2-ac80-8d20f10dea0a/video/860c6155-e053-429b-96dd-517c06301dc7,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/2f516479-ab30-48d2-ac80-8d20f10dea0a/questoes/8756990c-b4d9-4867-bd20-4690d12f8594
Semana 04 (01/09-07/09),Dia 3 - Clínica Médica,Distúrbios Endócrino-Metabólicos,"Diabetes mellitus: diagnóstico, fisiopatologia e classificação",Rastreamento e Critérios Diagnósticos,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/e6633606-fd49-4422-994b-04044496d231/video/b5e71ee4-d6ad-4c9a-8b4d-c7a4b2198bc8,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/e6633606-fd49-4422-994b-04044496d231/questoes/9b6936d4-d825-4715-95e6-3fd992dafa30
Semana 04 (01/09-07/09),Dia 3 - Clínica Médica,Distúrbios Endócrino-Metabólicos,"Diabetes mellitus: diagnóstico, fisiopatologia e classificação",Classificação - DM1 x DM2,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/ccd92465-14a2-48f9-abb8-7d553e9d2741/video/35cc41fd-0403-4e3f-906b-3349cac325b6,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/ccd92465-14a2-48f9-abb8-7d553e9d2741/questoes/3aab858a-a058-4611-91dc-6f848b9c50c0
Semana 04 (01/09-07/09),Dia 3 - Clínica Médica,Distúrbios Endócrino-Metabólicos,"Diabetes mellitus: diagnóstico, fisiopatologia e classificação",(OPCIONAL) Classificação - Outros tipos de DM,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/19eedfe6-d809-49ac-b96e-91b74566eeaa/video/b85d3900-dfce-4f25-ad5c-b4cc906c7951,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/19eedfe6-d809-49ac-b96e-91b74566eeaa/questoes/5283d24e-9146-4309-9384-1c718f107d7a
Semana 04 (01/09-07/09),Dia 3 - Clínica Médica,Distúrbios Endócrino-Metabólicos,"Diabetes mellitus: diagnóstico, fisiopatologia e classificação",(OPCIONAL)  Antidiabéticos - Metas e Racional Terapêutico,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/86b2b0c1-5fbd-4931-8aad-5a47379f3aa2/video/5c1bb0f2-a305-4e0a-be15-83e33b53f672,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/86b2b0c1-5fbd-4931-8aad-5a47379f3aa2/questoes/af42f2d8-6f6a-433d-a556-292ab0362ef5
Semana 04 (01/09-07/09),Dia 3 - Clínica Médica,Distúrbios Endócrino-Metabólicos,Diabetes mellitus: complicações agudas,"Emergências Hiperglicêmicas - Diagnóstico, Fisiopatologia e Fatores Associados",https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/b5003711-618c-47e6-a168-394e03881c98/video/ae6424de-d2bd-4a47-9022-0e4f342420ce,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/b5003711-618c-47e6-a168-394e03881c98/questoes/d8b3b8a0-27d5-48ec-8bca-e04c56ccbf00
Semana 04 (01/09-07/09),Dia 3 - Clínica Médica,Distúrbios Endócrino-Metabólicos,Diabetes mellitus: complicações agudas,Emergências Hiperglicêmicas - Manifestações Clínicas e Classificação,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/9a6cf506-d3cd-44cf-83bb-a483b769e1fe/video/6743d1f2-dfb1-41aa-b23b-29a5f177bad8,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/9a6cf506-d3cd-44cf-83bb-a483b769e1fe/questoes/ec2bf721-2d24-4011-9895-a91b95950406
Semana 05 (08/09-14/09),Dia 3 - Clínica Médica,Distúrbios Endócrino-Metabólicos,Diabetes mellitus: complicações agudas,Emergências Hiperglicêmicas - Tratamento,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/81a67247-fdf4-419f-be93-96a09e306896/video/332cafde-ab21-4002-86c8-44a6eedcc9c0,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/81a67247-fdf4-419f-be93-96a09e306896/questoes/e79e93d8-82eb-473a-8342-cdfe59231204
Semana 05 (08/09-14/09),Dia 3 - Clínica Médica,Distúrbios Endócrino-Metabólicos,Diabetes mellitus: complicações agudas,(OPCIONAL) Emergências Hiperglicêmicas - Resolução das Emergências e Desligamento da Bomba,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/84c59ddb-1bec-419d-8944-c3a1c6630b5a/video/b3ae3d9e-ee1d-489a-aed6-0519d155a2f0,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/84c59ddb-1bec-419d-8944-c3a1c6630b5a/questoes/d33a2f50-6170-427d-9fda-cb1e214d96c0
Semana 05 (08/09-14/09),Dia 3 - Clínica Médica,Distúrbios Endócrino-Metabólicos,Diabetes mellitus: complicações agudas,(OPCIONAL) Emergências Hiperglicêmicas - Complicações,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/b7410e10-7c4d-42d1-a5e5-7b9b4d9c9a5a/video/d4909200-8c57-40f5-8051-fbf20524a57b,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/b7410e10-7c4d-42d1-a5e5-7b9b4d9c9a5a/questoes/dd51e483-6537-419d-9525-726884f14b7e
Semana 05 (08/09-14/09),Dia 3 - Clínica Médica,Distúrbios Endócrino-Metabólicos,Diabetes mellitus: complicações agudas,(OPCIONAL) Hiperglicemia Hospitalar,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/7d4f10bc-3785-4d8f-b0bf-637963e5d90c/video/42e6af23-f89e-453a-b0ef-b9b81924f329,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/7d4f10bc-3785-4d8f-b0bf-637963e5d90c/questoes/3fece17d-874f-4bd2-bdb7-dd2ade7cb638
Semana 05 (08/09-14/09),Dia 3 - Clínica Médica,Distúrbios Endócrino-Metabólicos,Diabetes mellitus: complicações agudas,Abordagem da Hipoglicemia,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/c3869206-39d2-4aa6-8350-bbcb4c063003/video/b8a027b2-9978-471a-8eae-423013b0acb4,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/c3869206-39d2-4aa6-8350-bbcb4c063003/questoes/cd1a80ff-09b9-4998-9f05-c0804bdfe77e
Semana 05 (08/09-14/09),Dia 3 - Clínica Médica,Distúrbios Endócrino-Metabólicos,Doenças da tireoide e paratireoide,Hipertireoidismo: Doença de Graves,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/6ca68956-8665-4443-9f11-22a584c6529a/video/53cae137-e04c-4cd0-9b7b-39c428ff1b6d,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/6ca68956-8665-4443-9f11-22a584c6529a/questoes/0bfe6da7-b564-4947-8a4d-0e4b267eeb3c
Semana 05 (08/09-14/09),Dia 3 - Clínica Médica,Distúrbios Endócrino-Metabólicos,Doenças da tireoide e paratireoide,Hipertireoidismo: Bócio Uninodular e Multinodular Tóxico,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/f6c2377b-de92-4862-9549-d59c8df55810/video/122250fe-fa96-4c8f-887a-bce52499c938,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/f6c2377b-de92-4862-9549-d59c8df55810/questoes/070d14ca-e3da-48f0-a78a-49271967231d
Semana 05 (08/09-14/09),Dia 3 - Clínica Médica,Distúrbios Endócrino-Metabólicos,Doenças da tireoide e paratireoide,Hipotireoidismo: Manifestações Clínicas,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/effa3756-cfc0-42af-9828-f859e8dbad76/video/f0668ee4-0291-49c3-b25b-f153798f09cb,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/effa3756-cfc0-42af-9828-f859e8dbad76/questoes/a1f80ecf-0dc1-49c3-9c22-49b10c4f2afb
Semana 05 (08/09-14/09),Dia 3 - Clínica Médica,Distúrbios Endócrino-Metabólicos,Doenças da tireoide e paratireoide,Hipotireoidismo: Diagnóstico,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/e817d68a-5cf9-41c8-80b2-766db6f6c094/video/5b09129a-fe4a-48a4-bef8-3fdfb6f73b4e,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/e817d68a-5cf9-41c8-80b2-766db6f6c094/questoes/b45bde33-830a-4eb1-b76b-4791e79558d4
Semana 05 (08/09-14/09),Dia 3 - Clínica Médica,Distúrbios Endócrino-Metabólicos,Doenças da tireoide e paratireoide,Hipotireoidismo: Pensamento Etiológica,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/9b18b503-2557-4ab3-9953-8dd623578454/video/6440ee3f-14d6-4633-8dde-db117d3377f7,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/9b18b503-2557-4ab3-9953-8dd623578454/questoes/0e50ba79-ed6b-420b-aa22-2f3e35d55ddc
Semana 05 (08/09-14/09),Dia 3 - Clínica Médica,Distúrbios Endócrino-Metabólicos,Doenças da tireoide e paratireoide,Hipotireoidismo: Tratamento,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/ffce26f5-392e-4f56-b9fc-ef4e05fc5de8/video/2f479e9d-4422-41d9-bb22-ca7d28beb5e2,https://sanarflix.sanar.com.br/portal/sala-de-aula/efbf2871-0c22-4cde-9b05-1eac383d98d0/ffce26f5-392e-4f56-b9fc-ef4e05fc5de8/questoes/796b46ba-195d-48be-abc5-cd033ef0c94c
Semana 05 (08/09-14/09),Dia 3 - Clínica Médica,Distúrbios Endócrino-Metabólicos,Doenças da tireoide e paratireoide,Nódulos da Tireoide,https://sanarflix.sanar.com.br/portal/sala-de-aula/a58975ad-c863-4caa-a1e2-aac043babf39/87928e31-2cc7-4253-bcbc-77015de2fe43/video/c1e8201d-7e33-4e8b-a062-f2c8e62a0a10,https://sanarflix.sanar.com.br/portal/sala-de-aula/a58975ad-c863-4caa-a1e2-aac043babf39/87928e31-2cc7-4253-bcbc-77015de2fe43/questoes/6a003df5-738b-4062-aba0-14d9b6dc040c
Semana 05 (08/09-14/09),Dia 3 - Clínica Médica,Distúrbios Endócrino-Metabólicos,Doenças da tireoide e paratireoide,Câncer de Tireoide,https://sanarflix.sanar.com.br/portal/sala-de-aula/a58975ad-c863-4caa-a1e2-aac043babf39/f277ba1d-f312-41bc-8040-fdce559f2ce9/video/6fbf0ec8-8621-4905-bc4b-b9b66e82b20d,https://sanarflix.sanar.com.br/portal/sala-de-aula/a58975ad-c863-4caa-a1e2-aac043babf39/f277ba1d-f312-41bc-8040-fdce559f2ce9/questoes/b0890243-ce16-4b4e-abb2-e518bd87ab9b
Semana 05 (08/09-14/09),Dia 3 - Clínica Médica,Distúrbios Endócrino-Metabólicos,Doenças da tireoide e paratireoide,Doenças da Paratireoide (Parte 1),https://sanarflix.sanar.com.br/portal/sala-de-aula/a58975ad-c863-4caa-a1e2-aac043babf39/0ad77842-dc4e-4e51-8ce3-9d0cd85f476b/video/75970031-334e-41f8-abcd-fe7e538cef5f,
Semana 05 (08/09-14/09),Dia 3 - Clínica Médica,Distúrbios Endócrino-Metabólicos,Doenças da tireoide e paratireoide,Doenças da Paratireoide (Parte 2),https://sanarflix.sanar.com.br/portal/sala-de-aula/a58975ad-c863-4caa-a1e2-aac043babf39/0387d97e-b447-45d1-98cf-f7fd79bbc0b9/video/b1acc618-b31c-4c20-b746-aff6d34477d0,https://sanarflix.sanar.com.br/portal/sala-de-aula/a58975ad-c863-4caa-a1e2-aac043babf39/0387d97e-b447-45d1-98cf-f7fd79bbc0b9/questoes/92cd1065-bba6-4dc7-ae99-28ed64472510
Semana 05 (08/09-14/09),Dia 3 - Clínica Médica,Infecções Virais Sistêmicas,Infecção pelo vírus HIV,Epidemiologia e Prevenção,https://sanarflix.sanar.com.br/portal/sala-de-aula/0136c726-3d29-40d0-9cb2-14f04ff5f511/5dcecae4-dbca-4999-ace4-66ef8a96e729/video/babf2c14-ab84-462e-8a31-2d2fb0cd1198,https://sanarflix.sanar.com.br/portal/sala-de-aula/0136c726-3d29-40d0-9cb2-14f04ff5f511/5dcecae4-dbca-4999-ace4-66ef8a96e729/questoes/144833fb-9110-40b4-bec7-1c01de2a8398
Semana 05 (08/09-14/09),Dia 3 - Clínica Médica,Infecções Virais Sistêmicas,Infecção pelo vírus HIV,Virologia e Transmissão,https://sanarflix.sanar.com.br/portal/sala-de-aula/0136c726-3d29-40d0-9cb2-14f04ff5f511/2019c45e-4c3d-49ff-b7ab-1e464d5f0fd0/video/cb5b2ffc-2235-41dd-b7bc-a92be182c634,https://sanarflix.sanar.com.br/portal/sala-de-aula/0136c726-3d29-40d0-9cb2-14f04ff5f511/2019c45e-4c3d-49ff-b7ab-1e464d5f0fd0/questoes/5ae96e83-8f59-43c5-bd8e-d2c4c669e289
Semana 05 (08/09-14/09),Dia 3 - Clínica Médica,Infecções Virais Sistêmicas,Infecção pelo vírus HIV,Ferramentas Diagnósticas,https://sanarflix.sanar.com.br/portal/sala-de-aula/0136c726-3d29-40d0-9cb2-14f04ff5f511/f3245561-362e-4f9f-8c65-517019864c23/video/5551d015-4379-4fd1-bcd8-f3d4289a4055,https://sanarflix.sanar.com.br/portal/sala-de-aula/0136c726-3d29-40d0-9cb2-14f04ff5f511/f3245561-362e-4f9f-8c65-517019864c23/questoes/eada8a37-2948-4770-a333-20e36e57d2f1
Semana 05 (08/09-14/09),Dia 3 - Clínica Médica,Infecções Virais Sistêmicas,Infecção pelo vírus HIV,Tratamento e Antirretrovirais (TARV),https://sanarflix.sanar.com.br/portal/sala-de-aula/0136c726-3d29-40d0-9cb2-14f04ff5f511/797b9538-f27f-46e1-a44d-3cc74fa1fef9/video/3b45c279-6f21-433d-b908-cd7eac177440,https://sanarflix.sanar.com.br/portal/sala-de-aula/0136c726-3d29-40d0-9cb2-14f04ff5f511/797b9538-f27f-46e1-a44d-3cc74fa1fef9/questoes/6f40b6d6-85c8-49cd-a799-36294ce68db4
Semana 05 (08/09-14/09),Dia 3 - Clínica Médica,Infecções Virais Sistêmicas,Infecção pelo vírus HIV,(OPCIONAL) Manifestações Pulmonares (Parte 1),https://sanarflix.sanar.com.br/portal/sala-de-aula/0136c726-3d29-40d0-9cb2-14f04ff5f511/71b87b75-de60-4c33-8e1b-bae600300894/video/c28cb026-6a56-4328-b78f-66da62f039f2,https://sanarflix.sanar.com.br/portal/sala-de-aula/0136c726-3d29-40d0-9cb2-14f04ff5f511/71b87b75-de60-4c33-8e1b-bae600300894/questoes/b9c43a3b-df1b-45e0-ab1b-65fd490ba13d
Semana 05 (08/09-14/09),Dia 3 - Clínica Médica,Infecções Virais Sistêmicas,Infecção pelo vírus HIV,(OPCIONAL) Manifestações Pulmonares (Parte 2),https://sanarflix.sanar.com.br/portal/sala-de-aula/0136c726-3d29-40d0-9cb2-14f04ff5f511/dcfe73f3-f08c-4a25-8ffa-4afef9b7fec0/video/c01c7672-f3cb-4e8f-b51d-0dddad5a6d11,https://sanarflix.sanar.com.br/portal/sala-de-aula/0136c726-3d29-40d0-9cb2-14f04ff5f511/dcfe73f3-f08c-4a25-8ffa-4afef9b7fec0/questoes/32aeaae5-a4d7-4ef2-bcf4-0c9029d9e433
Semana 05 (08/09-14/09),Dia 3 - Clínica Médica,Infecções Virais Sistêmicas,Infecção pelo vírus HIV,(OPCIONAL) Manifestações de Sistema Nervoso Central e Doenças Oportunistas,https://sanarflix.sanar.com.br/portal/sala-de-aula/0136c726-3d29-40d0-9cb2-14f04ff5f511/2a979b97-3d4d-4c14-b762-4df3372ba710/video/09bafd0f-500d-4984-8904-4838d8dda6b3,https://sanarflix.sanar.com.br/portal/sala-de-aula/0136c726-3d29-40d0-9cb2-14f04ff5f511/2a979b97-3d4d-4c14-b762-4df3372ba710/questoes/e287ee93-3b3d-4ec3-914a-cb677cf75982
Semana 05 (08/09-14/09),Dia 3 - Clínica Médica,Infecções Virais Sistêmicas,Infecção pelo vírus HIV,(OPCIONAL) Doenças Oportunistas do Trato Gastrointestinal,https://sanarflix.sanar.com.br/portal/sala-de-aula/0136c726-3d29-40d0-9cb2-14f04ff5f511/570b4c91-4a2a-4e4d-ad6d-a58e66d52b0f/video/4976404f-9cd4-40e5-8862-cc8e04c0add6,https://sanarflix.sanar.com.br/portal/sala-de-aula/0136c726-3d29-40d0-9cb2-14f04ff5f511/570b4c91-4a2a-4e4d-ad6d-a58e66d52b0f/questoes/708e6af2-041f-4cc8-9619-6a602dde7429
Semana 05 (08/09-14/09),Dia 3 - Clínica Médica,Infecções Virais Sistêmicas,Infecção pelo vírus HIV,(OPCIONAL) Profilaxias e Imunizações,https://sanarflix.sanar.com.br/portal/sala-de-aula/0136c726-3d29-40d0-9cb2-14f04ff5f511/01c663ff-22cf-4514-8820-66307e032a19/video/24c3bbf1-4262-4e25-8df9-68c7f7f6aa28,https://sanarflix.sanar.com.br/portal/sala-de-aula/0136c726-3d29-40d0-9cb2-14f04ff5f511/01c663ff-22cf-4514-8820-66307e032a19/questoes/dd78e6f6-b851-471c-b71a-47e2fd360c71
Semana 05 (08/09-14/09),Dia 3 - Clínica Médica,Infecções Virais Sistêmicas,Infecção pelo vírus HIV,(OPCIONAL) PEP - Acidentes e Violência Sexual,https://sanarflix.sanar.com.br/portal/sala-de-aula/0136c726-3d29-40d0-9cb2-14f04ff5f511/47f8d662-a28e-4888-901a-6031c64e6de8/video/7bb339d9-7d8a-4afc-9e4f-959ee506767a,https://sanarflix.sanar.com.br/portal/sala-de-aula/0136c726-3d29-40d0-9cb2-14f04ff5f511/47f8d662-a28e-4888-901a-6031c64e6de8/questoes/4076b4a4-b0e9-4847-b4e7-f167d84b9ca6
Semana 05 (08/09-14/09),Dia 3 - Clínica Médica,Infecções Virais Sistêmicas,Hepatites Virais,Aspectos Gerais,https://sanarflix.sanar.com.br/portal/sala-de-aula/0136c726-3d29-40d0-9cb2-14f04ff5f511/7b55a2ef-b15d-4578-b6ba-ff54816f9cc8/video/76ce952e-68bb-44e0-aa3e-fa7355b077aa,https://sanarflix.sanar.com.br/portal/sala-de-aula/0136c726-3d29-40d0-9cb2-14f04ff5f511/7b55a2ef-b15d-4578-b6ba-ff54816f9cc8/questoes/7c2cd8bf-1b3e-4dfd-91de-ec2148bff8a1
Semana 05 (08/09-14/09),Dia 3 - Clínica Médica,Infecções Virais Sistêmicas,Hepatites Virais,Hepatite A,https://sanarflix.sanar.com.br/portal/sala-de-aula/0136c726-3d29-40d0-9cb2-14f04ff5f511/9490734b-52b1-4ea4-9fe5-84d9e0cb31f8/video/833e8a6a-7117-43b5-ae31-c3c681dab630,https://sanarflix.sanar.com.br/portal/sala-de-aula/0136c726-3d29-40d0-9cb2-14f04ff5f511/9490734b-52b1-4ea4-9fe5-84d9e0cb31f8/questoes/355ff905-6556-4319-9905-87806acdd4a1
Semana 05 (08/09-14/09),Dia 3 - Clínica Médica,Infecções Virais Sistêmicas,Hepatites Virais,Hepatite B (Parte 1),https://sanarflix.sanar.com.br/portal/sala-de-aula/0136c726-3d29-40d0-9cb2-14f04ff5f511/02465896-bfb4-4654-9af6-c785d7b98815/video/877c24a0-8245-4fc0-a411-ec060346b1ae,https://sanarflix.sanar.com.br/portal/sala-de-aula/0136c726-3d29-40d0-9cb2-14f04ff5f511/02465896-bfb4-4654-9af6-c785d7b98815/questoes/64dca326-19e6-45f6-af6d-ee9f30c632f4
Semana 05 (08/09-14/09),Dia 3 - Clínica Médica,Infecções Virais Sistêmicas,Hepatites Virais,Hepatite B (Parte 2),https://sanarflix.sanar.com.br/portal/sala-de-aula/0136c726-3d29-40d0-9cb2-14f04ff5f511/0a15d55e-b60d-446c-92b5-ff7894ec93d5/video/25f49712-74a6-4ec4-a5a9-c826a6fa40d4,https://sanarflix.sanar.com.br/portal/sala-de-aula/0136c726-3d29-40d0-9cb2-14f04ff5f511/0a15d55e-b60d-446c-92b5-ff7894ec93d5/questoes/2eaf601b-d874-47c2-99b6-4eed2d130d61
Semana 05 (08/09-14/09),Dia 3 - Clínica Médica,Infecções Virais Sistêmicas,Hepatites Virais,Hepatite B (Parte 3),https://sanarflix.sanar.com.br/portal/sala-de-aula/0136c726-3d29-40d0-9cb2-14f04ff5f511/8a5929eb-596c-4dcd-8382-ccbc4f777714/video/eff49ab9-ac75-45b1-b3e9-c02e5fdd0ec7,
Semana 05 (08/09-14/09),Dia 3 - Clínica Médica,Infecções Virais Sistêmicas,Hepatites Virais,Hepatite C (Parte 1),https://sanarflix.sanar.com.br/portal/sala-de-aula/0136c726-3d29-40d0-9cb2-14f04ff5f511/6183589e-5732-4ed6-8b8d-0d46d9fa5795/video/118ce246-1205-4e36-9b5d-6aabdd2fb966,https://sanarflix.sanar.com.br/portal/sala-de-aula/0136c726-3d29-40d0-9cb2-14f04ff5f511/6183589e-5732-4ed6-8b8d-0d46d9fa5795/questoes/831f789a-3e6a-4d2d-957c-7799e6bfd9d5
